Number	Released	Released Worldwide	Year	Year	Title	Theatrical Distributor	Genre	Source	Production Method	Creative Type	Production Budget	Opening Weekend Theaters	Maximum Theaters	Theatrical Engagements	Opening Weekend Revenue	Domestic Box Office	Infl. Adj. Dom. Box Office	International Box Office	Worldwide Box Office
70	Nov 21, 2003	Nov 21, 2003	2003	2003	Gothika	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	$40,000,000	2,382	2,382	12,050	$19,288,438	$59,588,068	$83,249,437	$81,896,744	$141,484,812
71	Oct 17, 2003	Oct 17, 2003	2003	2003	The Texas Chainsaw Massacre	New Line	Horror	Remake	Live Action	Historical Fiction	$9,000,000	3,016	3,018	14,947	$28,094,014	$80,571,655	$112,635,835	$27,395,664	$107,967,319
72	Oct 10, 2003	Oct 10, 2003	2003	2003	The House of the Dead	Artisan	Horror	Based on Game	Live Action	Contemporary Fiction	$7,000,000	1,520	1,540	4,309	$5,683,280	$10,199,354	$14,258,797	$3,568,462	$13,767,816
73	Sep 12, 2003	Sep 12, 2003	2003	2003	Cabin Fever	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	$1,500,000	2,087	2,105	7,885	$8,633,585	$21,158,188	$29,579,353	$9,193,476	$30,351,664
74	Aug 29, 2003	Aug 29, 2003	2003	2003	Jeepers Creepers II	MGM	Horror	Original Screenplay	Live Action	Fantasy	$25,000,000	3,124	3,124	11,999	$15,269,324	$35,623,801	$49,802,425	$84,300,000	$119,923,801
75	Aug 15, 2003	Aug 15, 2003	2003	2003	Freddy vs. Jason	New Line	Horror	Spin-Off	Live Action	Contemporary Fiction	$25,000,000	3,014	3,014	14,652	$36,428,066	$82,622,655	$115,507,287	$31,953,748	$114,576,403
76	Jun 27, 2003	Jun 27, 2003	2003	2003	28 Days Later…	Fox Searchlight	Horror	Original Screenplay	Live Action	Science Fiction	$8,000,000	1,260	1,407	9,283	$10,061,858	$45,064,915	$63,001,192	$37,890,718	$82,955,633
77	May 30, 2003	May 30, 2003	2003	2003	Wrong Turn	20th Century Fox	Horror	Original Screenplay	Live Action	Contemporary Fiction	$10,000,000	1,615	1,615	5,783	$5,161,498	$15,417,771	$21,554,195	$13,231,785	$28,649,556
78	Apr 11, 2003	Apr 11, 2003	2003	2003	House of 1,000 Corpses	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	$7,000,000	595	847	4,249	$3,460,666	$12,634,962	$17,663,801	$4,370,504	$17,005,466
79	Mar 14, 2003	Mar 14, 2003	2003	2003	Willard	New Line	Horror	Remake	Live Action	Contemporary Fiction	$20,000,000	1,761	1,762	4,146	$4,010,593	$6,882,696	$9,622,069	$0	$6,882,696
80	Jan 31, 2003	Jan 31, 2003	2003	2003	Final Destination 2	New Line	Horror	Original Screenplay	Live Action	Fantasy	$26,000,000	2,834	2,834	13,135	$16,017,141	$46,896,664	$65,561,998	$43,500,000	$90,396,664
81	Jan 24, 2003	Jan 24, 2003	2003	2003	Darkness Falls	Sony Pictures	Horror	Original Screenplay	Live Action	Fantasy	$7,000,000	2,837	2,865	11,356	$12,024,917	$32,539,681	$45,490,792	$14,750,077	$47,289,758
82	Nov 27, 2002	Nov 27, 2002	2002	2002	Wes Craven Presents: They	Miramax/Dimension	Horror	Original Screenplay	Live Action	Contemporary Fiction	$17,000,000	1,615	1,623	4,866	$5,144,090	$12,840,842	$18,623,573	$3,300,000	$16,140,842
83	Oct 25, 2002	Oct 25, 2002	2002	2002	Ghost Ship	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	$20,000,000	2,787	2,787	10,697	$11,503,423	$30,113,491	$43,680,669	$38,236,393	$68,349,884
84	Oct 18, 2002	Oct 18, 2002	2002	2002	The Ring	Dreamworks SKG	Horror	Remake	Live Action	Contemporary Fiction	$48,000,000	1,981	2,927	23,134	$15,015,393	$129,094,024	$187,209,874	$119,124,462	$248,218,486
85	Aug 30, 2002	Aug 30, 2002	2002	2002	FearDotCom	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	$40,000,000	2,550	2,550	7,717	$5,710,128	$13,208,023	$19,164,130	$0	$13,208,023
86	Jul 12, 2002	Jul 12, 2002	2002	2002	Halloween: Resurrection	Miramax/Dimension	Horror		Live Action	Contemporary Fiction	$15,000,000	1,954	2,094	8,826	$12,292,121	$30,259,652	$43,905,134	$7,400,000	$37,659,652
87	Apr 26, 2002	Apr 26, 2002	2002	2002	Jason X	New Line	Horror		Live Action	Contemporary Fiction	$14,000,000	1,878	1,879	5,929	$6,649,006	$13,121,555	$19,038,674	$3,830,243	$16,951,798
88	Mar 15, 2002	Mar 15, 2002	2002	2002	Resident Evil	Sony Pictures	Horror	Based on Game	Live Action	Science Fiction	$35,000,000	2,528	2,528	9,290	$17,707,106	$40,119,709	$58,211,553	$63,667,692	$103,787,401
89	Feb 22, 2002	Feb 22, 2002	2002	2002	Queen of the Damned	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$35,000,000	2,511	2,511	8,961	$14,757,535	$30,307,804	$43,975,002	$0	$30,307,804
90	Oct 26, 2001	Oct 26, 2001	2001	2001	Thirteen Ghosts	Warner Bros.	Horror	Original Screenplay	Live Action	Fantasy	$19,000,000	2,781	2,781	12,529	$15,165,355	$41,867,960	$62,358,109	$26,600,000	$68,467,960
91	Oct 24, 2001	Oct 24, 2001	2001	2001	Bones	New Line	Horror	Original Screenplay	Live Action	Contemporary Fiction	$10,000,000	847	847	2,669	$2,823,548	$7,316,658	$10,897,419	$1,062,195	$8,378,853
92	Sep 7, 2001	Sep 7, 2001	2001	2001	Soul Survivors	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	$14,000,000	601	604	2,312	$1,140,698	$3,100,650	$4,618,106	$1,187,596	$4,288,246
93	Aug 31, 2001	Aug 31, 2001	2001	2001	Jeepers Creepers	MGM	Horror	Original Screenplay	Live Action	Contemporary Fiction	$10,000,000	2,944	2,944	15,695	$13,106,108	$37,904,175	$56,454,446	$21,034,860	$58,939,035
94	Aug 10, 2001	Aug 10, 2001	2001	2001	The Others	Miramax	Horror	Original Screenplay	Live Action	Historical Fiction	$17,000,000	1,678	2,843	27,741	$14,089,952	$96,522,687	$143,760,820	$111,242,369	$207,765,056
95	Jul 6, 2001	Jul 6, 2001	2001	2001	Cure		Horror	Original Screenplay	Live Action	Fantasy	$10,000	2	5	34	$3,879	$94,596	$140,891	$0	$94,596
96	Apr 27, 2001	Apr 27, 2001	2001	2001	The Forsaken	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$5,000,000	1,514	1,514	4,560	$3,020,159	$6,755,271	$10,061,289	$0	$6,755,271
97	Feb 9, 2001	Feb 9, 2001	2001	2001	Hannibal	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$87,000,000	3,230	3,292	25,321	$58,003,121	$165,092,266	$245,888,297	$185,008,014	$350,100,280
98	Feb 2, 2001	Feb 2, 2001	2001	2001	Valentine	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$10,000,000	2,310	2,310	7,809	$10,024,648	$20,384,136	$30,360,114	$0	$20,384,136
1	Jul 14, 1999	Jul 14, 1999	1999	1999	The Blair Witch Project	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	$600,000	27	2,618	20,163	$1,512,054	$140,539,099	$233,217,434	$107,760,901	$248,300,000
2	Nov 11, 1994	Nov 11, 1994	1994	1994	Interview with the Vampire: The Vampi…	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$50,000,000	2,604	2,604	19,251	$36,389,705	$105,264,608	$216,921,460	$118,300,000	$223,564,608
3	Dec 20, 1996	Dec 20, 1996	1996	1996	Scream	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	$15,000,000	1,413	1,994	31,199	$6,354,586	$103,046,663	$192,019,703	$70,000,000	$173,046,663
4	Dec 12, 1997	Dec 12, 1997	1997	1997	Scream 2	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	$24,000,000	2,663	3,112	22,715	$32,926,342	$101,363,301	$185,543,575	$0	$101,363,301
5	Nov 19, 1999	Nov 19, 1999	1999	1999	Sleepy Hollow	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Historical Fiction	$70,000,000	3,064	3,069	26,071	$30,060,467	$101,068,340	$166,932,377	$106,000,000	$207,068,340
6	Jul 23, 1999	Jul 23, 1999	1999	1999	The Haunting	Dreamworks SKG	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$80,000,000	2,808	2,881	16,204	$33,435,140	$91,188,905	$151,323,314	$89,000,000	$180,188,905
7	Feb 4, 2000	Feb 4, 2000	2000	2000	Scream 3	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	$40,000,000	3,467	3,467	22,442	$34,713,342	$89,138,076	$139,412,609	$72,700,000	$161,838,076
8	Nov 13, 1992	Nov 13, 1992	1992	1992	Bram Stoker's Dracula	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$40,000,000	2,491	2,491	11,243	$30,521,679	$82,522,790	$167,630,626	$133,339,902	$215,862,692
9	Jun 4, 1982	Jun 4, 1982	1982	1982	Poltergeist	MGM	Horror	Original Screenplay	Live Action	Fantasy	$10,700,000	890	1,060	16,885	$6,896,612	$74,706,019	$214,208,070	$47,000,000	$121,706,019
10	Aug 4, 2000	Aug 4, 2000	2000	2000	Hollow Man	Sony Pictures	Horror	Original Screenplay	Live Action	Science Fiction	$90,000,000	2,956	2,956	16,421	$26,414,386	$73,209,340	$114,499,944	$117,990,660	$191,200,000
11	Oct 17, 1997	Oct 17, 1997	1997	1997	I Know What You Did Last Summer	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$17,000,000	2,524	2,524	21,228	$15,818,645	$72,250,091	$132,623,213	$53,000,000	$125,250,091
12	Apr 11, 1997	Apr 11, 1997	1997	1997	Anaconda	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$45,000,000	2,456	2,456	20,646	$16,620,887	$65,598,907	$120,479,031	$71,400,000	$136,998,907
13	Apr 21, 1989	Apr 21, 1989	1989	1989	Pet Sematary	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$11,500,000	1,585	1,585	12,632	$12,046,179	$57,469,179	$121,419,844	$0	$57,469,179
14	Aug 5, 1998	Aug 5, 1998	1998	1998	Halloween: H2O	Miramax	Horror		Live Action	Contemporary Fiction	$17,000,000	2,607	2,669	16,957	$16,187,724	$55,041,738	$98,934,295	$0	$55,041,738
15	Mar 17, 2000	Mar 17, 2000	2000	2000	Final Destination	New Line	Horror	Original Screenplay	Live Action	Fantasy	$23,000,000	2,587	2,587	18,394	$10,015,822	$53,302,314	$83,365,214	$58,734,556	$112,036,870
16	Sep 10, 1999	Sep 10, 1999	1999	1999	Stigmata	MGM	Horror	Original Screenplay	Live Action	Contemporary Fiction	$32,000,000	2,899	2,901	15,419	$18,309,666	$50,041,732	$83,039,116	$39,400,000	$89,441,732
17	Aug 19, 1988	Aug 19, 1988	1988	1988	A Nightmare on Elm Street 4: The Drea…	New Line	Horror	Original Screenplay	Live Action	Fantasy	$13,000,000	1,765	1,767	9,637	$12,833,403	$49,369,899	$101,262,340	$0	$49,369,899
18	Feb 27, 1987	Feb 27, 1987	1987	1987	A Nightmare On Elm Street 3: Dream Wa…	New Line	Horror	Original Screenplay	Live Action	Fantasy	$5,000,000	1,343	1,383	9,107	$8,880,555	$44,793,222	$96,574,645	$0	$44,793,222
19	Oct 29, 1999	Oct 29, 1999	1999	1999	House on Haunted Hill	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	$19,000,000	2,710	2,710	13,497	$15,946,032	$40,846,082	$67,747,973	$24,244,459	$65,090,541
20	Dec 25, 1998	Dec 25, 1998	1998	1998	The Faculty	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	$15,000,000	2,365	2,365	15,766	$11,633,495	$40,283,321	$70,451,550	$0	$40,283,321
21	Nov 13, 1998	Nov 13, 1998	1998	1998	I Still Know What You Did Last Summer	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$24,000,000	2,443	2,473	14,515	$16,520,038	$40,020,622	$71,821,408	$0	$40,020,622
22	Feb 18, 2000	Feb 18, 2000	2000	2000	Pitch Black	USA Films	Horror	Original Screenplay	Live Action	Science Fiction	$23,000,000	1,832	1,930	11,255	$14,015,741	$39,235,088	$61,363,968	$13,947,000	$53,182,088
23	Sep 25, 1998	Sep 25, 1998	1998	1998	Urban Legend	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$14,000,000	2,257	2,257	14,582	$10,515,444	$38,116,707	$68,486,138	$34,455,157	$72,571,864
24	Feb 13, 1998	Feb 13, 1998	1998	1998	Sphere	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	$73,000,000	2,814	2,814	11,653	$16,586,765	$37,068,294	$66,628,081	$13,100,000	$50,168,294
25	Aug 13, 1982	Aug 13, 1982	1982	1982	Friday the 13th Part 3	Paramount Pictures	Horror		Live Action	Contemporary Fiction	$2,250,000	1,079	1,079	6,096	$9,406,522	$36,690,067	$105,203,146	$0	$36,690,067
26	Sep 13, 1991	Sep 13, 1991	1991	1991	Freddy's Dead: The Final Nightmare	New Line	Horror	Original Screenplay	Live Action	Fantasy	$5,000,000	1,862	1,862	8,727	$12,966,525	$34,872,033	$69,826,895	$0	$34,872,033
27	Jan 10, 1997	Jan 10, 1997	1997	1997	The Relic	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	$60,000,000	2,095	2,128	11,836	$9,064,143	$33,956,608	$62,364,744	$0	$33,956,608
28	Nov 9, 1988	Nov 9, 1988	1988	1988	Child's Play	United Artists	Horror	Original Screenplay	Live Action	Fantasy	$9,000,000	1,377	1,490	7,377	$6,583,963	$33,244,684	$68,465,982	$10,952,000	$44,196,684
29	Dec 22, 2000	Dec 22, 2000	2000	2000	Dracula 2000	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	$28,000,000	2,204	2,204	9,828	$8,636,567	$33,000,377	$50,759,989	$0	$33,000,377
30	Apr 13, 1984	Apr 13, 1984	1984	1984	Friday the 13th Part IV: The Final Ch…	Paramount Pictures	Horror		Live Action	Fantasy	$2,600,000	1,594	1,600	6,670	$11,183,148	$32,980,880	$82,746,671	$0	$32,980,880
31	Oct 16, 1998	Oct 16, 1998	1998	1998	Bride of Chucky	Universal	Horror	Original Screenplay	Live Action	Fantasy	$25,000,000	2,412	2,467	11,761	$11,830,855	$32,404,188	$58,244,623	$18,288,000	$50,692,188
32	Jul 31, 1987	Jul 31, 1987	1987	1987	The Lost Boys	Warner Bros.	Horror	Original Screenplay	Live Action	Fantasy	$8,500,000	1,027	1,249	6,109	$5,236,318	$32,222,567	$69,472,178	$0	$32,222,567
33	Jun 24, 1983	Jun 24, 1983	1983	1983	Twilight Zone: The Movie	Warner Bros.	Horror	Based on TV	Live Action	Fantasy	$10,000,000	1,275	1,288	6,492	$6,614,366	$29,500,000	$78,947,616	$0	$29,500,000
34	Nov 9, 1990	Nov 9, 1990	1990	1990	Child's Play 2	Universal	Horror	Original Screenplay	Live Action	Fantasy	$13,000,000	1,996	2,017	8,398	$10,718,520	$26,904,572	$53,745,381	$7,262,000	$34,166,572
35	Aug 15, 1997	Aug 15, 1997	1997	1997	Event Horizon	Paramount Pictures	Horror	Original Screenplay	Live Action	Science Fiction	$60,000,000	2,311	2,328	11,392	$9,511,915	$26,673,242	$48,988,104	$0	$26,673,242
36	Oct 27, 2000	Oct 27, 2000	2000	2000	Book of Shadows: Blair Witch 2	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	$15,000,000	3,317	3,320	10,512	$13,223,887	$26,421,314	$41,323,127	$21,300,000	$47,721,314
37	Jan 19, 1996	Jan 19, 1996	1996	1996	From Dusk Till Dawn	Miramax/Dimension	Horror	Original Screenplay	Live Action	Fantasy	$20,000,000	2,004	2,007	8,191	$10,240,805	$25,728,961	$49,071,291	$4,025	$25,732,986
38	Nov 9, 1984	Nov 9, 1984	1984	1984	A Nightmare on Elm Street	New Line	Horror	Original Screenplay	Live Action	Fantasy	$1,800,000	165	274	1,257	$1,271,000	$25,504,513	$63,988,994	$0	$25,504,513
39	Aug 11, 1989	Aug 11, 1989	1989	1989	A Nightmare On Elm Street: The Dream …	New Line	Horror	Original Screenplay	Live Action	Fantasy	$6,000,000	1,902	1,902	4,481	$8,115,176	$22,168,359	$46,836,903	$0	$22,168,359
40	Nov 4, 1994	Nov 4, 1994	1994	1994	Frankenstein	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action		$45,000,000	2,177	2,177	8,029	$11,212,889	$22,006,296	$45,468,891	$90,000,000	$112,006,296
41	Mar 22, 1985	Mar 22, 1985	1985	1985	Friday the 13th Part V: A New Beginning	Paramount Pictures	Horror		Live Action	Contemporary Fiction	$2,200,000	1,759	1,759	6,247	$8,032,883	$21,930,418	$52,077,016	$0	$21,930,418
42	Dec 4, 1998	Dec 4, 1998	1998	1998	Psycho	Universal	Horror	Remake	Live Action	Contemporary Fiction	$20,000,000	2,477	2,490	9,519	$10,031,850	$21,541,218	$38,635,727	$15,685,000	$37,226,218
43	Sep 22, 2000	Sep 22, 2000	2000	2000	Urban Legends: Final Cut	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$15,000,000	2,539	2,539	11,596	$8,505,513	$21,468,807	$33,577,373	$17,105,555	$38,574,362
44	Nov 1, 1985	Nov 1, 1985	1985	1985	A Nightmare On Elm Street Part 2: Fre…	New Line	Horror	Original Screenplay	Live Action	Fantasy	$3,000,000	522	522	2,055	$2,865,475	$21,163,999	$50,257,038	$0	$21,163,999
45	Jan 13, 1995	Jan 13, 1995	1995	1995	Tales from the Crypt: Demon Knight	Universal	Horror	Original Screenplay	Live Action	Fantasy	$12,000,000	1,729	1,732	8,093	$10,019,555	$21,089,146	$40,869,306	$0	$21,089,146
46	Oct 21, 1983	Oct 21, 1983	1983	1983	The Dead Zone	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$10,000,000	1,293	1,293	6,927	$4,556,083	$20,766,000	$55,573,763	$0	$20,766,000
47	Oct 30, 1998	Oct 30, 1998	1998	1998	Vampires	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$20,000,000	1,793	1,793	7,597	$9,106,497	$20,268,825	$36,386,982	$0	$20,268,825
48	Nov 10, 1982	Nov 10, 1982	1982	1982	Creepshow	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$8,000,000	1,127	1,132	6,098	$5,870,889	$20,036,244	$57,450,855	$0	$20,036,244
49	Oct 27, 1995	Oct 27, 1995	1995	1995	Vampire in Brooklyn	Paramount Pictures	Horror	Original Screenplay	Live Action	Fantasy	$14,000,000	2,307	2,307	9,605	$7,045,379	$19,637,147	$38,039,389	$0	$19,637,147
50	Aug 1, 1986	Aug 1, 1986	1986	1986	Friday the 13th Part VI: Jason Lives	Paramount Pictures	Horror		Live Action	Fantasy	$3,000,000	1,610	1,610	5,460	$6,750,837	$19,472,057	$44,245,125	$0	$19,472,057
51	May 13, 1988	May 13, 1988	1988	1988	Friday the 13th Part VII: The New Blood	Paramount Pictures	Horror		Live Action	Fantasy	$2,800,000	1,796	1,796	6,006	$8,245,038	$19,170,001	$39,319,484	$0	$19,170,001
52	Oct 14, 1994	Oct 14, 1994	1994	1994	Wes Craven's New Nightmare	New Line	Horror	Original Screenplay	Live Action	Fantasy	$8,000,000	1,850	1,873	8,160	$6,667,118	$18,090,181	$37,266,037	$0	$18,090,181
53	Oct 1, 1988	Oct 1, 1988	1988	1988	Halloween 4: The Return of Michael Myers	Universal	Horror		Live Action	Fantasy	$5,000,000	0	1,692	4,954	$0	$17,768,757	$36,445,402	$0	$17,768,757
54	Mar 12, 1999	Mar 12, 1999	1999	1999	The Rage: Carrie 2	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$21,000,000	2,286	2,286	9,057	$7,065,123	$17,760,244	$29,472,216	$0	$17,760,244
55	Aug 13, 1993	Aug 13, 1993	1993	1993	Jason Goes to Hell: The Final Friday	New Line	Horror		Live Action	Fantasy	$3,000,000	1,355	1,355	1,355	$7,552,190	$15,935,068	$32,447,492	$0	$15,935,068
56	Jul 17, 1987	Jul 17, 1987	1987	1987	Jaws 4: The Revenge	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$23,000,000	1,606	1,611	3,217	$7,154,890	$15,728,335	$33,910,451	$0	$15,728,335
57	Oct 25, 1996	Oct 25, 1996	1996	1996	Thinner	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$14,000,000	2,009	2,009	8,638	$5,679,046	$15,171,475	$28,909,909	$0	$15,171,475
58	May 11, 1984	May 11, 1984	1984	1984	Firestarter	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	$15,000,000	1,356	1,374	5,161	$4,726,660	$15,136,870	$37,977,319	$0	$15,136,870
59	Sep 29, 1995	Sep 29, 1995	1995	1995	Halloween: The Curse of Michael Myers	Miramax	Horror		Live Action	Contemporary Fiction	$5,000,000	1,679	1,679	6,863	$7,308,529	$15,126,948	$29,314,979	$0	$15,126,948
60	Sep 18, 1987	Sep 18, 1987	1987	1987	Hellraiser	New World	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$1,000,000	1,097	1,104	4,979	$4,453,232	$14,564,000	$31,400,131	$0	$14,564,000
61	Oct 22, 1982	Oct 22, 1982	1982	1982	Halloween 3: Season of the Witch	Universal	Horror		Live Action	Contemporary Fiction	$2,500,000	1,297	1,328	3,679	$6,333,259	$14,400,000	$41,289,794	$0	$14,400,000
62	Jul 28, 1989	Jul 28, 1989	1989	1989	Friday the 13th Part VIII: Jason Take…	Paramount Pictures	Horror		Live Action	Fantasy	$5,000,000	1,683	1,683	3,366	$6,251,310	$14,343,976	$30,305,690	$0	$14,343,976
63	Aug 16, 1985	Aug 16, 1985	1985	1985	The Return of the Living Dead	Orion Pictures	Horror		Live Action	Science Fiction	$4,000,000	1,506	1,506	5,249	$4,403,169	$14,237,880	$33,809,948	$0	$14,237,880
64	Jul 31, 1992	Jul 31, 1992	1992	1992	Buffy the Vampire Slayer	20th Century Fox	Horror	Original Screenplay	Live Action	Fantasy	$7,000,000	1,959	1,981	5,637	$4,515,541	$14,231,669	$28,909,142	$0	$14,231,669
65	Jun 10, 1988	Jun 10, 1988	1988	1988	Poltergeist III	MGM	Horror	Original Screenplay	Live Action	Fantasy	$9,500,000	1,471	1,471	1,471	$4,344,308	$14,114,000	$28,949,151	$0	$14,114,000
66	May 1, 1987	May 1, 1987	1987	1987	Creepshow 2	New World	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$3,500,000	867	1,012	4,527	$3,584,077	$14,000,000	$30,184,138	$0	$14,000,000
67	Mar 27, 1986	Mar 27, 1986	1986	1986	April Fool's Day	Paramount Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$5,000,000	1,202	1,202	3,540	$3,373,779	$12,947,763	$29,420,388	$0	$12,947,763
68	Jan 15, 1999	Jan 15, 1999	1999	1999	In Dreams	Dreamworks SKG	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	$30,000,000	1,670	1,682	5,832	$4,593,872	$12,017,369	$19,942,202	$0	$12,017,369
69	May 24, 1995	May 24, 1995	1995	1995	Tales from the Hood	Savoy	Horror	Original Screenplay	Live Action	Contemporary Fiction	$6,000,000	862	862	4,087	$3,898,983	$11,784,569	$22,837,679	$0	$11,784,569
70	Oct 13, 1989	Oct 13, 1989	1989	1989	Halloween 5: The Revenge of Michael M…	Galaxy International Releasing	Horror		Live Action	Fantasy	$6,000,000	1,483	1,495	2,978	$5,093,428	$11,642,254	$24,597,543	$0	$11,642,254
71	Jun 21, 1985	Jun 21, 1985	1985	1985	Lifeforce	Sony/TriStar	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	$25,000,000	1,526	1,526	4,508	$4,209,136	$11,603,545	$27,554,332	$0	$11,603,545
72	Feb 19, 1993	Feb 19, 1993	1993	1993	Army of Darkness	Universal	Horror	Original Screenplay	Live Action	Fantasy	$11,000,000	1,387	1,391	4,379	$4,424,535	$11,502,976	$23,422,721	$10,000,000	$21,502,976
73	Oct 11, 1985	Oct 11, 1985	1985	1985	Silver Bullet	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$7,000,000	1,139	1,285	4,540	$4,013,563	$10,803,211	$25,653,822	$0	$10,803,211
74	Oct 22, 1999	Oct 22, 1999	1999	1999	Bats	Sony Pictures	Horror	Original Screenplay	Live Action	Science Fiction	$6,500,000	2,540	2,560	7,239	$4,717,902	$10,155,691	$16,852,843	$0	$10,155,691
75	Apr 23, 1993	Apr 23, 1993	1993	1993	The Dark Half	Orion Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	$15,000,000	1,563	1,563	3,124	$3,250,883	$9,579,068	$19,505,199	$0	$9,579,068
76	Jan 15, 1988	Jan 15, 1988	1988	1988	Return of the Living Dead Part II	Lorimar Motion Pictures	Horror		Live Action	Fantasy	$6,200,000	1,467	1,467	2,919	$3,647,254	$9,205,924	$18,882,222	$0	$9,205,924
77	Jan 10, 1991	Jan 10, 1991	1991	1991	Warlock	Trimark	Horror	Original Screenplay	Live Action	Science Fiction	$7,000,000	0	293	1,285	$0	$8,824,553	$17,670,064	$0	$8,824,553
78	Aug 22, 1986	Aug 22, 1986	1986	1986	The Texas Chainsaw Massacre 2	Cannon	Horror	Remake	Live Action	Contemporary Fiction	$4,700,000	1,474	1,474	1,474	$2,822,439	$8,025,872	$18,236,678	$0	$8,025,872
79	Dec 31, 1986	Dec 31, 1986	1986	1986	Witchboard	Cinema Guild	Horror	Original Screenplay	Live Action	Fantasy	$2,000,000	0	1,068	2,585	$0	$7,369,373	$16,033,742	$0	$7,369,373
80	Jul 8, 1988	Jul 8, 1988	1988	1988	Phantasm II	Universal	Horror		Live Action	Fantasy	$3,000,000	1,227	1,227	1,227	$3,012,285	$7,000,000	$14,357,664	$0	$7,000,000
81	Mar 13, 1987	Mar 13, 1987	1987	1987	Evil Dead II	Rosebud Releasing	Horror		Live Action	Fantasy	$3,500,000	310	310	310	$807,260	$5,923,044	$12,770,143	$0	$5,923,044
82	Oct 19, 1990	Oct 19, 1990	1990	1990	Night of the Living Dead	Sony Pictures	Horror	Remake	Live Action	Fantasy	$4,200,000	1,544	1,544	3,081	$2,884,679	$5,835,247	$11,656,658	$0	$5,835,247
83	Jul 3, 1985	Jul 3, 1985	1985	1985	Day of the Dead	United Film Distribution Co.	Horror	Original Screenplay	Live Action	Fantasy	$3,500,000	0	161	349	$0	$5,804,262	$13,783,075	$28,200,000	$34,004,262
84	Jun 6, 1986	Jun 6, 1986	1986	1986	Invaders from Mars	Cannon	Horror	Remake	Live Action	Science Fiction	$12,000,000	1,212	1,212	2,311	$2,046,576	$4,884,663	$11,099,107	$100,000	$4,984,663
85	Aug 31, 1984	Aug 31, 1984	1984	1984	C.H.U.D.	New World	Horror	Original Screenplay	Live Action	Fantasy	$1,250,000	310	310	817	$1,762,922	$4,700,000	$11,791,960	$0	$4,700,000
86	Apr 30, 1999	Apr 30, 1999	1999	1999	Idle Hands	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	$15,000,000	1,611	1,611	5,164	$1,807,181	$4,023,741	$6,677,192	$0	$4,023,741
