Number	Released	Released Worldwide	Year	Year	Title	Theatrical Distributor	Genre	Source	Production Method	Creative Type	Production Budget	Opening Weekend Theaters	Maximum Theaters	Theatrical Engagements	Opening Weekend Revenue	Domestic Box Office	Infl. Adj. Dom. Box Office	International Box Office	Worldwide Box Office
18	Feb 27 1987	Feb 27 1987	1987	1987	A Nightmare On Elm Street 3: Dream Wa…	New Line	Horror	Original Screenplay	Live Action	Fantasy	5000000	1343	1383	9107	8880555	44793222	96574645	0	44793222
19	Oct 29 1999	Oct 29 1999	1999	1999	House on Haunted Hill	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	19000000	2710	2710	13497	15946032	40846082	67747973	24244459	65090541
20	Dec 25 1998	Dec 25 1998	1998	1998	The Faculty	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	15000000	2365	2365	15766	11633495	40283321	70451550	0	40283321
21	Nov 13 1998	Nov 13 1998	1998	1998	I Still Know What You Did Last Summer	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	24000000	2443	2473	14515	16520038	40020622	71821408	0	40020622
22	Feb 18 2000	Feb 18 2000	2000	2000	Pitch Black	USA Films	Horror	Original Screenplay	Live Action	Science Fiction	23000000	1832	1930	11255	14015741	39235088	61363968	13947000	53182088
23	Sep 25 1998	Sep 25 1998	1998	1998	Urban Legend	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	14000000	2257	2257	14582	10515444	38116707	68486138	34455157	72571864
24	Feb 13 1998	Feb 13 1998	1998	1998	Sphere	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	73000000	2814	2814	11653	16586765	37068294	66628081	13100000	50168294
25	Aug 13 1982	Aug 13 1982	1982	1982	Friday the 13th Part 3	Paramount Pictures	Horror		Live Action	Contemporary Fiction	2250000	1079	1079	6096	9406522	36690067	105203146	0	36690067
26	Sep 13 1991	Sep 13 1991	1991	1991	Freddy's Dead: The Final Nightmare	New Line	Horror	Original Screenplay	Live Action	Fantasy	5000000	1862	1862	8727	12966525	34872033	69826895	0	34872033
27	Jan 10 1997	Jan 10 1997	1997	1997	The Relic	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	60000000	2095	2128	11836	9064143	33956608	62364744	0	33956608
28	Nov 9 1988	Nov 9 1988	1988	1988	Child's Play	United Artists	Horror	Original Screenplay	Live Action	Fantasy	9000000	1377	1490	7377	6583963	33244684	68465982	10952000	44196684
29	Dec 22 2000	Dec 22 2000	2000	2000	Dracula 2000	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	28000000	2204	2204	9828	8636567	33000377	50759989	0	33000377
30	Apr 13 1984	Apr 13 1984	1984	1984	Friday the 13th Part IV: The Final Ch…	Paramount Pictures	Horror		Live Action	Fantasy	2600000	1594	1600	6670	11183148	32980880	82746671	0	32980880
31	Oct 16 1998	Oct 16 1998	1998	1998	Bride of Chucky	Universal	Horror	Original Screenplay	Live Action	Fantasy	25000000	2412	2467	11761	11830855	32404188	58244623	18288000	50692188
32	Jul 31 1987	Jul 31 1987	1987	1987	The Lost Boys	Warner Bros.	Horror	Original Screenplay	Live Action	Fantasy	8500000	1027	1249	6109	5236318	32222567	69472178	0	32222567
33	Jun 24 1983	Jun 24 1983	1983	1983	Twilight Zone: The Movie	Warner Bros.	Horror	Based on TV	Live Action	Fantasy	10000000	1275	1288	6492	6614366	29500000	78947616	0	29500000
34	Nov 9 1990	Nov 9 1990	1990	1990	Child's Play 2	Universal	Horror	Original Screenplay	Live Action	Fantasy	13000000	1996	2017	8398	10718520	26904572	53745381	7262000	34166572
35	Aug 15 1997	Aug 15 1997	1997	1997	Event Horizon	Paramount Pictures	Horror	Original Screenplay	Live Action	Science Fiction	60000000	2311	2328	11392	9511915	26673242	48988104	0	26673242
36	Oct 27 2000	Oct 27 2000	2000	2000	Book of Shadows: Blair Witch 2	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	15000000	3317	3320	10512	13223887	26421314	41323127	21300000	47721314
37	Jan 19 1996	Jan 19 1996	1996	1996	From Dusk Till Dawn	Miramax/Dimension	Horror	Original Screenplay	Live Action	Fantasy	20000000	2004	2007	8191	10240805	25728961	49071291	4025	25732986
38	Nov 9 1984	Nov 9 1984	1984	1984	A Nightmare on Elm Street	New Line	Horror	Original Screenplay	Live Action	Fantasy	1800000	165	274	1257	1271000	25504513	63988994	0	25504513
39	Aug 11 1989	Aug 11 1989	1989	1989	A Nightmare On Elm Street: The Dream …	New Line	Horror	Original Screenplay	Live Action	Fantasy	6000000	1902	1902	4481	8115176	22168359	46836903	0	22168359
40	Nov 4 1994	Nov 4 1994	1994	1994	Frankenstein	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action		45000000	2177	2177	8029	11212889	22006296	45468891	90000000	112006296
41	Mar 22 1985	Mar 22 1985	1985	1985	Friday the 13th Part V: A New Beginning	Paramount Pictures	Horror		Live Action	Contemporary Fiction	2200000	1759	1759	6247	8032883	21930418	52077016	0	21930418
42	Dec 4 1998	Dec 4 1998	1998	1998	Psycho	Universal	Horror	Remake	Live Action	Contemporary Fiction	20000000	2477	2490	9519	10031850	21541218	38635727	15685000	37226218
43	Sep 22 2000	Sep 22 2000	2000	2000	Urban Legends: Final Cut	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	15000000	2539	2539	11596	8505513	21468807	33577373	17105555	38574362
44	Nov 1 1985	Nov 1 1985	1985	1985	A Nightmare On Elm Street Part 2: Fre…	New Line	Horror	Original Screenplay	Live Action	Fantasy	3000000	522	522	2055	2865475	21163999	50257038	0	21163999
45	Jan 13 1995	Jan 13 1995	1995	1995	Tales from the Crypt: Demon Knight	Universal	Horror	Original Screenplay	Live Action	Fantasy	12000000	1729	1732	8093	10019555	21089146	40869306	0	21089146
46	Oct 21 1983	Oct 21 1983	1983	1983	The Dead Zone	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	10000000	1293	1293	6927	4556083	20766000	55573763	0	20766000
47	Oct 30 1998	Oct 30 1998	1998	1998	Vampires	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	20000000	1793	1793	7597	9106497	20268825	36386982	0	20268825
48	Nov 10 1982	Nov 10 1982	1982	1982	Creepshow	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	8000000	1127	1132	6098	5870889	20036244	57450855	0	20036244
49	Oct 27 1995	Oct 27 1995	1995	1995	Vampire in Brooklyn	Paramount Pictures	Horror	Original Screenplay	Live Action	Fantasy	14000000	2307	2307	9605	7045379	19637147	38039389	0	19637147
50	Aug 1 1986	Aug 1 1986	1986	1986	Friday the 13th Part VI: Jason Lives	Paramount Pictures	Horror		Live Action	Fantasy	3000000	1610	1610	5460	6750837	19472057	44245125	0	19472057
51	May 13 1988	May 13 1988	1988	1988	Friday the 13th Part VII: The New Blood	Paramount Pictures	Horror		Live Action	Fantasy	2800000	1796	1796	6006	8245038	19170001	39319484	0	19170001
52	Oct 14 1994	Oct 14 1994	1994	1994	Wes Craven's New Nightmare	New Line	Horror	Original Screenplay	Live Action	Fantasy	8000000	1850	1873	8160	6667118	18090181	37266037	0	18090181
53	Oct 1 1988	Oct 1 1988	1988	1988	Halloween 4: The Return of Michael Myers	Universal	Horror		Live Action	Fantasy	5000000	0	1692	4954	0	17768757	36445402	0	17768757
54	Mar 12 1999	Mar 12 1999	1999	1999	The Rage: Carrie 2	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	21000000	2286	2286	9057	7065123	17760244	29472216	0	17760244
55	Aug 13 1993	Aug 13 1993	1993	1993	Jason Goes to Hell: The Final Friday	New Line	Horror		Live Action	Fantasy	3000000	1355	1355	1355	7552190	15935068	32447492	0	15935068
56	Jul 17 1987	Jul 17 1987	1987	1987	Jaws 4: The Revenge	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	23000000	1606	1611	3217	7154890	15728335	33910451	0	15728335
57	Oct 25 1996	Oct 25 1996	1996	1996	Thinner	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	14000000	2009	2009	8638	5679046	15171475	28909909	0	15171475
58	May 11 1984	May 11 1984	1984	1984	Firestarter	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	15000000	1356	1374	5161	4726660	15136870	37977319	0	15136870
59	Sep 29 1995	Sep 29 1995	1995	1995	Halloween: The Curse of Michael Myers	Miramax	Horror		Live Action	Contemporary Fiction	5000000	1679	1679	6863	7308529	15126948	29314979	0	15126948
60	Sep 18 1987	Sep 18 1987	1987	1987	Hellraiser	New World	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	1000000	1097	1104	4979	4453232	14564000	31400131	0	14564000
61	Oct 22 1982	Oct 22 1982	1982	1982	Halloween 3: Season of the Witch	Universal	Horror		Live Action	Contemporary Fiction	2500000	1297	1328	3679	6333259	14400000	41289794	0	14400000
62	Jul 28 1989	Jul 28 1989	1989	1989	Friday the 13th Part VIII: Jason Take…	Paramount Pictures	Horror		Live Action	Fantasy	5000000	1683	1683	3366	6251310	14343976	30305690	0	14343976
63	Aug 16 1985	Aug 16 1985	1985	1985	The Return of the Living Dead	Orion Pictures	Horror		Live Action	Science Fiction	4000000	1506	1506	5249	4403169	14237880	33809948	0	14237880
64	Jul 31 1992	Jul 31 1992	1992	1992	Buffy the Vampire Slayer	20th Century Fox	Horror	Original Screenplay	Live Action	Fantasy	7000000	1959	1981	5637	4515541	14231669	28909142	0	14231669
65	Jun 10 1988	Jun 10 1988	1988	1988	Poltergeist III	MGM	Horror	Original Screenplay	Live Action	Fantasy	9500000	1471	1471	1471	4344308	14114000	28949151	0	14114000
66	May 1 1987	May 1 1987	1987	1987	Creepshow 2	New World	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	3500000	867	1012	4527	3584077	14000000	30184138	0	14000000
67	Mar 27 1986	Mar 27 1986	1986	1986	April Fool's Day	Paramount Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	5000000	1202	1202	3540	3373779	12947763	29420388	0	12947763
68	Jan 15 1999	Jan 15 1999	1999	1999	In Dreams	Dreamworks SKG	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	30000000	1670	1682	5832	4593872	12017369	19942202	0	12017369
69	May 24 1995	May 24 1995	1995	1995	Tales from the Hood	Savoy	Horror	Original Screenplay	Live Action	Contemporary Fiction	6000000	862	862	4087	3898983	11784569	22837679	0	11784569
70	Oct 13 1989	Oct 13 1989	1989	1989	Halloween 5: The Revenge of Michael M…	Galaxy International Releasing	Horror		Live Action	Fantasy	6000000	1483	1495	2978	5093428	11642254	24597543	0	11642254
71	Jun 21 1985	Jun 21 1985	1985	1985	Lifeforce	Sony/TriStar	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	25000000	1526	1526	4508	4209136	11603545	27554332	0	11603545
72	Feb 19 1993	Feb 19 1993	1993	1993	Army of Darkness	Universal	Horror	Original Screenplay	Live Action	Fantasy	11000000	1387	1391	4379	4424535	11502976	23422721	10000000	21502976
73	Oct 11 1985	Oct 11 1985	1985	1985	Silver Bullet	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	7000000	1139	1285	4540	4013563	10803211	25653822	0	10803211
74	Oct 22 1999	Oct 22 1999	1999	1999	Bats	Sony Pictures	Horror	Original Screenplay	Live Action	Science Fiction	6500000	2540	2560	7239	4717902	10155691	16852843	0	10155691
75	Apr 23 1993	Apr 23 1993	1993	1993	The Dark Half	Orion Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	15000000	1563	1563	3124	3250883	9579068	19505199	0	9579068
76	Jan 15 1988	Jan 15 1988	1988	1988	Return of the Living Dead Part II	Lorimar Motion Pictures	Horror		Live Action	Fantasy	6200000	1467	1467	2919	3647254	9205924	18882222	0	9205924
77	Jan 10 1991	Jan 10 1991	1991	1991	Warlock	Trimark	Horror	Original Screenplay	Live Action	Science Fiction	7000000	0	293	1285	0	8824553	17670064	0	8824553
78	Aug 22 1986	Aug 22 1986	1986	1986	The Texas Chainsaw Massacre 2	Cannon	Horror	Remake	Live Action	Contemporary Fiction	4700000	1474	1474	1474	2822439	8025872	18236678	0	8025872
79	Dec 31 1986	Dec 31 1986	1986	1986	Witchboard	Cinema Guild	Horror	Original Screenplay	Live Action	Fantasy	2000000	0	1068	2585	0	7369373	16033742	0	7369373
80	Jul 8 1988	Jul 8 1988	1988	1988	Phantasm II	Universal	Horror		Live Action	Fantasy	3000000	1227	1227	1227	3012285	7000000	14357664	0	7000000
81	Mar 13 1987	Mar 13 1987	1987	1987	Evil Dead II	Rosebud Releasing	Horror		Live Action	Fantasy	3500000	310	310	310	807260	5923044	12770143	0	5923044
82	Oct 19 1990	Oct 19 1990	1990	1990	Night of the Living Dead	Sony Pictures	Horror	Remake	Live Action	Fantasy	4200000	1544	1544	3081	2884679	5835247	11656658	0	5835247
83	Jul 3 1985	Jul 3 1985	1985	1985	Day of the Dead	United Film Distribution Co.	Horror	Original Screenplay	Live Action	Fantasy	3500000	0	161	349	0	5804262	13783075	28200000	34004262
84	Jun 6 1986	Jun 6 1986	1986	1986	Invaders from Mars	Cannon	Horror	Remake	Live Action	Science Fiction	12000000	1212	1212	2311	2046576	4884663	11099107	100000	4984663
85	Aug 31 1984	Aug 31 1984	1984	1984	C.H.U.D.	New World	Horror	Original Screenplay	Live Action	Fantasy	1250000	310	310	817	1762922	4700000	11791960	0	4700000
86	Apr 30 1999	Apr 30 1999	1999	1999	Idle Hands	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	15000000	1611	1611	5164	1807181	4023741	6677192	0	4023741
87	Sep 24 1993	Sep 24 1993	1993	1993	Warlock: The Armageddon	Trimark	Horror	Original Screenplay	Live Action	Science Fiction	3000000	1320	1320	1320	1747317	3902679	7946759	0	3902679
88	Apr 15 1983	Apr 15 1983	1983	1983	The Evil Dead	New Line	Horror		Live Action		375000	0	0	0	0	2400000	6422851	27000000	29400000
89	Feb 4 1983	Feb 4 1983	1983	1983	Videodrome	Universal	Horror	Original Screenplay	Live Action	Fantasy	5952000	600	600	998	1194175	2120439	5674697	0	2120439
90	Mar 19 1999	Mar 19 1999	1999	1999	Ravenous	20th Century Fox	Horror	Original Screenplay	Live Action	Historical Fiction	12000000	1040	1040	2266	1040727	2062406	3422454	0	2062406
91	Apr 22 1988	Apr 22 1988	1988	1988	Lady in White	New Century Vista Film Company	Horror	Original Screenplay	Live Action	Fantasy	4700000	0	0	0	0	1705139	3497396	0	1705139
92	Sep 4 1987	Sep 4 1987	1987	1987	The Offspring	Moviestore Entertainment	Horror	Original Screenplay	Live Action	Contemporary Fiction	1100000	55	55	55	154991	1355728	2922959	0	1355728
93	Mar 4 1988	Mar 4 1988	1988	1988	Prison	Empire Pictures	Horror	Original Screenplay	Live Action		4000000	0	0	0	0	354704	727526	0	354704
94	Nov 19 1982	Nov 19 1982	1982	1982	Q	United Film Distribution Co.	Horror	Original Screenplay	Live Action	Fantasy	1200000	67	67	67	255000	255000	731168	0	255000
95	Feb 12 1993	Feb 12 1993	1993	1993	Braindead	Trimark	Horror	Original Screenplay	Live Action		3000000	0	0	0	0	242623	494032	0	242623
96	Jan 1 1983	Jan 1 1983	1983	1983	E tu vivrai nel terrore - L'aldilà		Horror	Original Screenplay	Live Action	Fantasy	400000	0	6	11	0	126387	227172	0	126387
97	Jan 1 1993	Jan 1 1993	1993	1993	Return of the Living Dead 3		Horror		Live Action		2000000	0	0	0	0	21000	42757	0	21000
98	Sep 8 2000	Sep 8 2000	2000	2000	Anatomie	Sony Pictures	Horror	Original Screenplay	Live Action		2500000	8	8	10	5725	9598	15005	0	9598
99	Aug 24 1997	Aug 24 1997	1997	1997	The Grimm Brothers' Snow White	Gramercy	Horror	Based on Folk Tale/Legend/Fairytale	Live Action	Fantasy	26000000	0	0	0	0	5000	9180	0	5000
1	Oct 30 1981	Oct 30 1981	1981	1981	Halloween II	Universal	Horror		Live Action	Contemporary Fiction	2500000	1217	1217	4730	7676836	25533818	77428083	0	25533818
2	Apr 30 1981	Apr 30 1981	1981	1981	Friday the 13th Part 2	Paramount Pictures	Horror		Live Action		1250000	1350	1350	1350	6429784	21722776	65871582	0	21722776
3	Apr 10 1981	Apr 10 1981	1981	1981	The Howling	Avco Embassy	Horror	Original Screenplay	Live Action	Fantasy	1000000	0	0	0	0	17985000	54537244	0	17985000
4	May 23 1980	May 23 1980	1980	1980	The Shining	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	19000000	10	10	10	622337	44017374	137942922	373782	44391156
5	May 9 1980	May 9 1980	1980	1980	Friday the 13th	Paramount Pictures	Horror	Original Screenplay	Live Action	Fantasy	550000	1127	1127	1127	5816321	39754601	124584121	20000000	59754601
6	Feb 1 1980	Feb 1 1980	1980	1980	The Fog	Avco Embassy	Horror		Live Action		1000000	0	0	0	0	21378361	66996127	0	21378361
7	May 25 1979	May 25 1979	1979	1979	Alien	20th Century Fox	Horror	Original Screenplay	Live Action	Science Fiction	9000000	91	757	9407	3522581	80930630	271810834	122700000	203630630
8	Apr 20 1979	Apr 20 1979	1979	1979	Dawn of the Dead	United Film Distribution Co.	Horror		Live Action		1500000	0	0	0	0	5100000	17128681	49900000	55000000
9	Oct 17 1978	Oct 17 1978	1978	1978	Halloween	Compass International	Horror	Original Screenplay	Live Action	Fantasy	325000	0	0	0	0	47000000	169320512	23000000	70000000
10	Jun 16 1978	Jun 16 1978	1978	1978	Jaws 2	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	20000000	640	640	640	9866023	102922376	370784454	105978000	208900376
11	Jun 17 1977	Jun 17 1977	1977	1977	Exorcist II: The Heretic	Warner Bros.	Horror		Live Action		14000000	0	0	0	0	25011000	94548309	0	25011000
12	Jan 1 1977	Jan 1 1977	1977	1977	Eraserhead	Libra Films	Horror	Original Screenplay	Live Action	Science Fiction	100000	0	0	0	0	7000000	26461880	0	7000000
13	Nov 16 1976	Nov 16 1976	1976	1976	Carrie	United Artists	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	1800000	0	0	0	0	25878153	102419164	0	25878153
14	Jun 25 1976	Jun 25 1976	1976	1976	The Omen	20th Century Fox	Horror	Original Screenplay	Live Action		2800000	515	515	515	4273886	48570885	192231246	0	48570885
15	Jun 20 1975	Jun 20 1975	1975	1975	Jaws	Universal	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	12000000	409	954	4026	7790627	260000000	1069170729	210700000	470700000
16	Oct 18 1974	Oct 18 1974	1974	1974	The Texas Chainsaw Massacre	New Line	Horror	Original Screenplay	Live Action	Contemporary Fiction	140000	0	0	0	0	26572439	119789120	0	26572439
17	Dec 26 1973	Dec 26 1973	1973	1973	The Exorcist	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	12000000	0	1708	8928	0	202347346	202347346	197867132	400214478
18	Oct 1 1968	Oct 1 1968	1968	1968	Night of the Living Dead	Walter Reade Organization	Horror	Original Screenplay	Live Action	Science Fiction	114000	0	0	0	0	12000000	77221371	18000000	30000000
